Hero
58,3,16,3,3,3,3,2,2685706
59,3,17,3,3,4,3,2,2807677
60,3,18,3,3,3,3,2,2929648
61,3,19,3,3,2,3,2,3051619
62,3,20,4,2,2,4,2,3173590
63,4,18,5,2,2,4,2,3295561
64,5,10,6,2,2,4,2,3417532
65,6,9,6,2,1,4,2,3539503
66,5,10,6,2,1,4,2,3661474
67,6,9,6,2,1,4,1,3783445
68,6,10,6,2,1,3,1,3905416
69,5,9,6,2,0,3,1,4027387
70,6,2,6,2,0,3,2,4149358
71,6,9,6,2,1,3,2,4271329
72,5,7,5,2,1,2,2,4393300
73,7,6,5,2,2,2,2,4515271
74,8,5,4,3,3,2,2,4637242
75,13,4,4,3,3,2,2,4759213
76,20,3,4,3,2,2,2,4881184
77,19,2,4,3,3,2,2,5003155
78,18,1,4,3,2,2,2,5125126
79,21,0,4,3,1,2,3,5247097
80,16,0,5,3,1,2,3,5369068
81,15,1,5,3,1,2,3,5491039
82,14,1,5,3,1,3,3,5613010
83,13,1,4,3,1,3,3,5734981
84,11,1,4,3,1,4,3,5856952
85,9,2,4,3,0,4,3,5978923
86,7,3,4,3,0,5,3,6100894
87,6,4,4,3,1,5,3,6222865
88,5,5,4,3,1,6,3,6344836
89,4,6,4,3,2,7,3,6466807
90,3,7,4,2,3,8,3,6588778
91,2,8,3,2,3,9,3,6710749
92,1,10,3,2,3,10,3,6832720
93,1,12,2,2,3,11,2,6954691
94,0,12,2,2,3,12,2,7076662
95,1,12,2,3,3,13,2,7198633
96,0,12,1,4,3,13,2,7320604
97,1,12,1,5,3,14,2,7442575
98,0,13,1,7,2,15,2,7564546
99,0,13,1,10,2,16,3,7686517

Angelo
1,18,7,14,8,10,19,0,0
2,3,4,1,1,1,1,0,18
3,4,4,2,2,1,1,0,50
4,3,4,1,1,1,2,0,107
5,5,2,2,2,1,2,0,208
6,5,2,2,2,0,1,0,353
7,4,2,3,2,1,2,0,561
8,6,2,2,2,1,1,0,860
9,6,4,3,3,1,2,0,1289
10,6,3,3,3,1,2,0,1905
11,6,2,2,3,1,3,0,2790
12,6,2,2,5,1,3,0,4062
13,4,2,2,4,1,3,8,5890
14,4,4,2,4,1,3,10,8517
15,5,6,3,4,1,4,8,12293
16,5,7,3,5,1,5,6,16659
17,6,8,2,5,1,5,6,21707
18,6,8,3,3,2,6,7,27543
19,6,10,3,3,1,6,6,34290
20,8,8,3,3,2,6,7,42091
21,6,9,3,3,1,6,6,50623
22,10,9,3,3,2,7,5,59954
23,10,7,3,3,2,7,5,70159
24,11,7,3,3,2,8,5,81320
25,11,8,3,4,2,8,7,93527
26,11,9,4,3,1,8,6,106878
27,12,9,3,3,2,9,7,121480
28,12,7,4,3,2,9,7,137450
29,12,6,3,3,2,10,7,154917
30,13,5,3,4,2,10,8,174021
31,13,2,3,2,1,11,7,195513
32,14,1,3,2,1,10,7,219691
33,14,3,3,2,1,9,8,246891
34,18,3,2,2,1,8,7,277491
35,15,2,3,2,1,7,7,311916
36,13,2,3,2,1,7,8,350644
37,15,2,3,2,1,6,7,394213
38,16,3,3,2,1,6,8,443228
39,13,2,3,2,1,6,8,498369
40,10,2,2,2,1,5,8,560402
41,8,6,4,2,1,5,7,630189
42,7,4,4,2,1,5,7,708699
43,6,4,5,2,1,5,6,797022
44,6,4,4,2,1,5,4,896385
45,6,4,4,3,1,4,5,1008168
46,5,4,4,3,1,4,4,1119951
47,5,6,4,3,2,4,4,1231734
48,5,5,4,3,2,3,3,1343517
49,4,2,4,3,1,3,3,1455300
50,4,5,4,3,2,3,4,1567083
51,4,2,4,3,2,2,2,1678866
52,4,3,4,3,1,2,2,1790649
53,4,4,3,3,2,2,2,1902432
54,3,5,4,3,2,2,2,2014215
55,3,5,4,3,1,3,3,2125998
56,3,5,4,3,2,3,2,2237781
57,2,5,4,3,2,3,2,2349564
58,2,6,4,3,1,4,2,2461347
59,2,7,4,3,2,4,3,2573130
60,2,7,4,3,2,4,3,2684913
61,3,6,3,1,2,4,3,2796696
62,4,7,4,1,3,4,2,2908479
63,5,8,4,1,3,5,2,3020262
64,5,7,4,1,3,5,2,3132045
65,5,7,4,2,3,5,2,3243828
66,5,7,4,1,3,5,2,3355611
67,5,12,4,1,3,6,2,3467394
68,5,18,4,1,2,6,2,3579177
69,5,14,4,1,3,6,2,3690960
70,5,14,3,2,3,6,3,3802743
71,5,14,4,1,3,6,2,3914526
72,5,14,4,1,3,6,2,4026309
73,5,13,4,1,3,6,2,4138092
74,5,12,4,1,3,5,2,4249875
75,5,9,4,2,3,5,3,4361658
76,5,9,4,1,2,4,2,4473441
77,5,8,4,1,3,4,2,4585224
78,6,7,4,1,3,3,2,4697007
79,6,5,4,1,3,3,2,4808790
80,6,6,3,2,3,3,3,4920573
81,6,6,4,1,3,3,2,5032356
82,6,6,4,1,3,2,2,5144139
83,6,6,4,1,3,2,2,5255922
84,6,6,4,1,2,2,2,5367705
85,8,7,4,2,3,2,3,5479488
86,9,8,4,1,3,2,2,5591271
87,11,8,4,1,3,2,2,5703054
88,12,9,4,1,3,2,2,5814837
89,12,9,4,1,3,3,2,5926620
90,12,9,3,2,3,3,3,6038403
91,11,10,4,1,3,3,2,6150186
92,11,10,4,1,2,3,2,6261969
93,10,10,4,1,3,3,2,6373752
94,10,10,4,1,3,4,2,6485535
95,9,10,4,2,3,4,2,6597318
96,9,10,4,1,3,4,2,6709101
97,9,9,4,1,3,4,2,6820884
98,9,9,4,1,3,4,2,6932667
99,9,9,4,2,3,5,2,7044450

Red
1,18,1,8,11,4,5,0,0
2,3,1,1,0,1,0,0,17
3,3,2,1,3,0,2,0,47
4,2,3,1,1,1,0,0,102
5,4,3,2,3,1,2,0,199
6,4,3,2,2,0,1,0,342
7,3,2,2,3,0,3,0,544
8,4,3,3,2,1,1,0,844
9,4,3,2,4,1,2,0,1301
10,7,3,3,4,1,1,0,1940
11,7,3,2,4,1,3,0,2827
12,6,3,3,6,1,2,0,4036
13,5,3,2,4,1,2,0,5853
14,4,5,3,5,1,2,0,8083
15,5,3,3,5,2,2,0,11592
16,6,5,2,5,1,4,0,15693
17,5,4,3,6,1,3,0,20489
18,6,4,3,4,2,4,0,26097
19,7,5,3,4,1,3,7,32657
20,9,3,3,4,2,3,8,40331
21,5,3,3,5,1,4,6,48832
22,8,3,4,6,1,4,8,58249
23,7,4,4,5,1,5,6,68683
24,9,4,4,5,2,6,6,80248
25,9,6,3,6,1,6,8,93067
26,9,7,4,5,2,6,10,107279
27,11,9,4,5,1,6,10,123404
28,12,7,4,4,2,7,10,140521
29,12,8,4,4,1,7,10,159914
30,12,7,4,5,2,7,10,181432
31,12,7,2,3,1,7,10,205293
32,13,8,2,4,2,9,10,231757
33,14,7,3,3,1,7,10,261114
34,15,6,2,4,1,9,10,293686
35,13,6,3,3,2,9,9,329832
36,12,6,2,3,1,8,7,369954
37,14,6,2,4,1,9,8,414497
38,15,6,2,3,1,8,8,463958
39,14,6,3,4,2,8,9,518891
40,11,4,1,3,1,9,9,579914
41,9,5,3,3,1,8,6,647715
42,9,5,3,3,2,8,5,723062
43,4,4,2,2,2,6,6,806810
44,3,4,3,3,1,7,5,899915
45,4,3,3,3,3,5,4,1011509
46,3,4,4,3,2,4,5,1123103
47,3,3,4,3,3,4,4,1234697
48,4,4,5,3,2,4,5,1346291
49,5,4,3,3,3,3,5,1457885
50,5,3,4,3,3,4,4,1569479
51,5,4,5,4,3,3,4,1681073
52,5,5,3,4,2,2,2,1792667
53,5,4,4,4,3,3,3,1904261
54,5,5,4,3,2,4,2,2015855
55,4,6,4,4,3,3,2,2127449
56,3,5,4,3,3,3,2,2239043
57,4,7,4,3,2,3,3,2350637
58,3,6,4,3,3,3,3,2462231
59,4,7,4,3,2,4,2,2573825
60,3,7,4,3,3,4,3,2685419
61,4,8,3,2,2,4,2,2797013
62,3,9,4,1,2,5,2,2908607
63,4,7,3,2,2,4,2,3020201
64,4,6,3,2,2,5,2,3131795
65,4,5,3,2,3,6,2,3243389
66,4,6,3,2,1,7,2,3354983
67,4,5,3,2,2,6,2,3466577
68,7,6,4,1,2,6,2,3578171
69,8,4,3,2,1,6,3,3689765
70,10,3,4,2,1,6,3,3801359
71,10,6,4,2,2,5,3,3912953
72,5,5,4,2,2,5,2,4024547
73,6,5,4,1,2,5,2,4136141
74,6,4,4,2,3,4,2,4247735
75,9,4,5,3,2,3,2,4359329
76,8,4,4,1,2,3,2,4470923
77,9,3,5,2,3,3,2,4582517
78,10,3,4,2,2,3,2,4694111
79,9,2,5,1,2,4,3,4805705
80,8,3,4,3,2,3,3,4917299
81,7,3,5,1,2,2,3,5028893
82,8,4,4,2,2,3,2,5140487
83,7,4,4,2,1,3,2,5252081
84,7,3,4,2,2,2,2,5363675
85,5,4,4,2,1,1,2,5475269
86,4,4,4,2,1,2,2,5586863
87,4,4,4,1,1,1,2,5698457
88,4,4,3,2,2,2,2,5810051
89,5,5,4,2,2,2,2,5921645
90,4,4,3,2,2,2,3,6033239
91,5,4,3,2,2,1,3,6144833
92,4,5,4,2,2,2,2,6256427
93,5,5,3,1,2,1,2,6368021
94,4,6,3,2,2,2,2,6479615
95,4,5,2,2,2,2,2,6591209
96,4,5,3,2,2,3,2,6702803
97,4,6,3,2,1,3,2,6814397
98,4,6,3,2,2,2,2,6925991
99,4,7,3,2,2,3,2,7037585

Morrie
1,20,4,14,8,9,12,0,0
2,3,3,1,1,0,1,0,18
3,4,2,2,3,1,1,0,30
4,2,3,2,1,1,1,0,54
5,5,1,2,2,1,1,0,102
6,4,3,2,2,0,1,0,192
7,4,3,3,2,1,1,0,348
8,5,3,2,2,1,1,0,600
9,6,2,3,3,0,1,0,984
10,7,3,3,3,1,2,0,1542
11,9,1,2,3,1,2,0,2322
12,7,2,2,6,1,2,0,3378
13,7,2,3,4,0,2,0,4770
14,6,3,3,4,1,1,0,6564
15,8,2,4,4,1,3,0,8832
16,8,3,2,5,1,3,0,11652
17,8,4,4,6,0,4,0,15108
18,8,3,3,3,3,4,0,19290
19,10,5,4,3,2,4,0,24294
20,10,5,4,3,1,3,7,30222
21,10,6,4,3,1,4,7,37182
22,12,5,5,3,2,5,7,45288
23,13,5,5,3,1,5,6,54660
24,13,4,3,4,1,5,8,65424
25,12,5,5,4,1,5,6,77712
26,12,6,5,3,2,5,8,91662
27,13,5,4,3,1,6,6,107418
28,13,5,5,3,2,6,8,125130
29,12,3,5,3,1,7,6,144040
30,15,3,4,4,2,6,8,163017
31,13,2,2,3,1,7,6,184367
32,13,3,3,2,1,7,9,208385
33,12,9,3,2,1,6,9,235406
34,13,8,3,3,1,5,8,265804
35,11,7,2,3,2,5,6,300001
36,11,7,3,3,1,4,10,338473
37,13,6,3,4,1,4,10,381754
38,13,8,2,3,2,4,9,430445
39,10,6,3,3,2,4,10,485222
40,10,5,2,3,2,3,10,546845
41,7,5,3,3,0,4,10,616170
42,6,5,3,2,2,3,9,694161
43,5,5,3,1,2,3,8,781900
44,5,5,3,2,1,3,8,880607
45,6,5,3,2,1,4,7,992606
46,5,5,4,1,2,3,8,1104605
47,5,5,4,2,2,3,7,1216604
48,6,5,6,1,1,3,5,1328603
49,7,5,3,2,2,1,4,1440602
50,6,3,4,4,2,1,5,1552601
51,8,4,6,3,2,2,3,1664600
52,7,2,3,3,1,1,2,1776599
53,7,2,4,3,2,2,3,1888598
54,9,2,5,3,1,3,3,2000597
55,6,3,4,3,2,2,2,2112596
56,4,2,4,3,1,3,3,2224595
57,3,2,5,3,2,3,2,2336594
58,4,2,4,4,2,3,3,2448593
59,3,2,3,3,1,4,2,2560592
60,3,4,5,3,2,5,3,2672591
61,4,3,5,1,3,4,2,2784590
62,3,3,3,1,2,4,3,2896589
63,5,4,2,1,2,4,2,3008588
64,4,4,2,1,2,5,3,3120587
65,5,4,2,2,4,5,2,3232586
66,4,4,3,1,2,8,3,3344585
67,3,4,3,1,3,5,3,3456584
68,6,5,3,1,2,6,3,3568583
69,8,3,4,1,3,4,4,3680582
70,10,4,4,2,2,5,4,3792581
71,9,4,4,1,2,4,2,3904580
72,12,5,4,2,3,3,2,4016579
73,10,5,5,1,2,3,2,4128578
74,9,5,5,1,3,2,2,4240577
75,11,5,5,2,2,2,2,4352576
76,7,5,6,1,2,1,2,4464575
77,5,4,6,1,2,2,2,4576574
78,8,4,5,1,2,1,2,4688573
79,11,4,6,1,3,2,2,4800572
80,10,5,5,2,3,1,3,4912571
81,12,5,6,1,4,1,2,5024570
82,13,6,6,1,2,2,2,5136569
83,9,6,4,1,2,1,2,5248568
84,8,6,5,1,3,2,2,5360567
85,6,6,5,2,2,0,2,5472566
86,5,5,3,1,2,0,2,5584565
87,6,5,4,1,1,0,2,5696564
88,5,4,4,1,2,1,2,5808563
89,4,4,4,1,2,2,2,5920562
90,3,3,2,3,2,1,3,6032561
91,3,4,3,1,1,1,2,6144560
92,3,2,3,1,1,2,2,6256559
93,3,3,3,1,1,1,2,6368558
94,2,2,2,1,1,2,2,6480557
95,1,3,2,2,1,1,2,6592556
96,2,2,1,1,1,2,2,6704555
97,2,4,2,1,0,1,2,6816554
98,1,3,2,1,2,0,2,6928553
99,1,5,2,2,2,0,2,7040552
